AdultTotal,AdultsReleased,AdultsShipped,Comments,DateOfReport,Facility,JackTotal,LethalSpawned,LiveSpawned,Mortality,OnHand,OnHandJacks,Species,Stock,Surplus,TotalEggtake,WeekEndingDate
2338,0,0,,4/23/2003 0:00,Ford Kings Lake,0,0,622,68,2270,0,Westslope Cutthroat,,0,403162,4/24/2003 0:00
4,4,0,,4/23/2003 0:00,Tucannon/upper trap,0,0,0,0,0,0,Bull Trout,Tucannon - W,0,0,4/24/2003 0:00
4,4,0,,4/30/2003 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Bull Trout,Tucannon - W,0,0,5/8/2003 0:00
76,0,0,,4/30/2003 0:00,Sol Duc Soleduck,0,0,0,0,76,0,Spring Chinook,,0,0,5/1/2003 0:00
668,297,0,,4/30/2003 0:00,Cowlitz Trout Cowlitz,5,107,88,22,242,0,Late Winter Steelhead,,0,602822,5/1/2003 0:00
2338,0,0,Final in-season estimate. Brood fish,4/30/2003 0:00,Ford Kings Lake,0,0,622,68,2270,0,Westslope Cutthroat,,0,403162,5/1/2003 0:00
4,4,0,,4/30/2003 0:00,Tucannon/upper trap,0,0,0,0,0,0,Bull Trout,Tucannon - W,0,0,5/1/2003 0:00
731,421,0,,5/6/2003 0:00,Cowlitz Trout Cowlitz,5,124,103,32,154,0,Late Winter Steelhead,,0,700772,5/8/2003 0:00
16,16,0,,5/6/2003 0:00,Cowlitz Salmon Cowlitz-04-H,0,0,0,0,0,0,Summer Steelhead,,0,0,5/8/2003 0:00
131,0,0,,5/7/2003 0:00,Sol Duc Soleduck,0,0,0,0,131,0,Spring Chinook,,0,0,5/8/2003 0:00
762,544,0,,5/13/2003 0:00,Cowlitz Trout Cowlitz,5,147,126,45,26,0,Late Winter Steelhead,,0,851637,5/15/2003 0:00
20,20,0,,5/13/2003 0:00,Cowlitz Salmon Cowlitz - H,0,0,0,0,0,0,Summer Steelhead,,0,0,5/15/2003 0:00
217,0,17,17 fish to the Hoh Tribe,5/14/2003 0:00,Sol Duc Soleduck,0,0,0,0,200,0,Spring Chinook,,0,0,5/15/2003 0:00
580,580,0,,5/14/2003 0:00,Chelan Twin Lakes,0,0,580,0,0,0,Westslope Cutthroat,,0,165255,5/15/2003 0:00
6,6,0,,5/14/2003 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Bull Trout,Tucannon - W,0,0,5/15/2003 0:00
205,205,0,Final in-season estimate,5/19/2003 0:00,Colville Phalon Lake,0,0,205,0,0,0,Redband Rainbow,,0,157028,6/5/2003 0:00
205,205,0,Final in-season estimate,5/19/2003 0:00,Colville Phalon Lake,0,0,205,0,0,0,Redband Rainbow,,0,157028,6/19/2003 0:00
763,566,0,Final in-season estimate,5/20/2003 0:00,Cowlitz Trout Cowlitz,5,150,129,47,0,0,Late Winter Steelhead,,0,876694,5/22/2003 0:00
267,0,17,17 fish to the Hoh Tribe,5/21/2003 0:00,Sol Duc Soleduck,0,0,0,0,250,0,Spring Chinook,,0,0,5/22/2003 0:00
40,40,0,,5/21/2003 0:00,Cowlitz Salmon Cowlitz - H,0,0,0,0,0,0,Summer Steelhead,,0,0,5/22/2003 0:00
850,662,0,Lethal spawned fish were for virology,5/21/2003 0:00,Chelan Twin Lakes,0,62,662,0,126,0,Westslope Cutthroat,,0,665124,5/22/2003 0:00
10,10,0,,5/21/2003 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Bull Trout,Tucannon - W,0,0,5/22/2003 0:00
845,845,0,Final in-season estimate,5/29/2003 0:00,Chelan Twin Lakes,0,0,163,0,0,0,Westslope Cutthroat,,0,877800,6/5/2003 0:00
150,0,0,,5/29/2003 0:00,Marblemount Skagit,0,0,0,0,150,0,Spring Chinook,,0,0,5/29/2003 0:00
68,68,0,,5/29/2003 0:00,Cowlitz Salmon Cowlitz - H,0,0,0,0,0,0,Summer Steelhead,,0,0,5/29/2003 0:00
150,0,0,,6/5/2003 0:00,Kendall Creek Nooksack,0,0,0,0,150,0,Spring Chinook,,0,0,6/5/2003 0:00
25,0,0,,6/5/2003 0:00,Lake Aberdeen Van Winkle,0,0,0,0,25,0,Summer Steelhead,,0,0,6/5/2003 0:00
101,101,0,,6/5/2003 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Bull Trout,Tucannon - W,0,0,6/5/2003 0:00
175,0,0,,6/11/2003 0:00,Kendall Creek Nooksack,0,0,0,0,175,0,Spring Chinook,,0,0,6/12/2003 0:00
467,0,0,,6/11/2003 0:00,Wallace River Skykomish,2,0,0,11,456,0,Summer Chinook,,0,0,6/12/2003 0:00
28,0,0,Closed trap due to mortality,6/11/2003 0:00,Lake Aberdeen Van Winkle,0,0,0,3,25,0,Summer Steelhead,,0,0,6/12/2003 0:00
159,159,0,,6/11/2003 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Bull Trout,Tucannon - W,0,0,6/12/2003 0:00
1043,0,0,,6/19/2003 0:00,Wallace River Skykomish,2,0,0,83,960,0,Summer Chinook,,0,0,6/19/2003 0:00
225,225,0,,6/19/2003 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Bull Trout,Tucannon - W,0,0,6/19/2003 0:00
80,80,0,,6/19/2003 0:00,Marblemount Ross Lake,0,0,80,0,0,0,Rainbow,,0,16000,6/19/2003 0:00
250,0,0,,6/25/2003 0:00,Kendall Creek Nooksack,0,0,0,0,250,0,Spring Chinook,,0,0,6/26/2003 0:00
1413,0,0,,6/25/2003 0:00,Wallace River Skykomish,12,0,0,83,1330,0,Summer Chinook,,0,0,6/26/2003 0:00
38,0,38,Shipped to Reiter Ponds,6/25/2003 0:00,Wallace River Snohomish-H,0,0,0,0,0,0,Summer Steelhead,,0,0,6/26/2003 0:00
80,80,0,,6/25/2003 0:00,Marblemount,0,0,80,0,0,0,Rainbow,Ross Lake,0,16000,6/26/2003 0:00
400,0,0,,7/2/2003 0:00,Kendall Creek Nooksack,0,0,0,0,400,0,Spring Chinook,,0,0,7/3/2003 0:00
1,1,0,,7/2/2003 0:00,Chiwawa,0,0,0,0,0,0,Cutthroat,Chiwawa,0,0,7/3/2003 0:00
244,244,0,,7/2/2003 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Bull Trout,Tucannon - W,0,0,7/3/2003 0:00
3,3,0,,7/2/2003 0:00,Eastbank/Tumwater,0,0,0,0,0,0,Whitefish,Wenatchee,0,0,7/3/2003 0:00
80,80,0,Final in-season estimate,7/2/2003 0:00,Marblemount,0,0,80,0,0,0,Rainbow,Ross Lake,0,16000,7/3/2003 0:00
2054,0,0,,7/3/2003 0:00,Wallace River Skykomish,19,0,0,88,1966,0,Summer Chinook,,0,0,7/3/2003 0:00
38,0,38,,7/3/2003 0:00,Wallace River Snohomish-H,0,0,0,0,0,0,Summer Steelhead,,0,0,7/3/2003 0:00
38,0,38,,7/7/2003 0:00,Wallace River Snohomish-H,0,0,0,0,0,0,Summer Steelhead,,0,0,7/10/2003 0:00
25,0,0,,7/9/2003 0:00,Minter Creek Minter,0,0,0,3,22,0,Fall Chinook,,0,0,7/10/2003 0:00
500,0,0,,7/9/2003 0:00,Kendall Creek Nooksack,0,0,0,0,500,0,Spring Chinook,,0,0,7/10/2003 0:00
2236,0,471,,7/9/2003 0:00,Wallace River Skykomish,20,0,0,105,1660,0,Summer Chinook,,0,0,7/10/2003 0:00
2964,0,440,,7/9/2003 0:00,Baker,0,0,0,0,2524,0,Sockeye,Baker,0,0,7/10/2003 0:00
1,1,0,,7/9/2003 0:00,Chiwawa,0,0,0,0,0,0,Cutthroat,Chiwawa,0,0,7/10/2003 0:00
3,3,0,,7/9/2003 0:00,Eastbank/Tumwater,0,0,0,0,0,0,Whitefish,Wenatchee,0,0,7/10/2003 0:00
262,0,262,,7/10/2003 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Bull Trout,Tucannon - W,0,0,7/10/2003 0:00
1,1,0,,7/14/2003 0:00,Cowlitz Salmon,0,0,0,0,0,0,Chum,Cowlitz - W,0,0,7/17/2003 0:00
64,0,0,,7/16/2003 0:00,Minter Creek Minter,0,0,0,3,61,0,Fall Chinook,,0,0,7/17/2003 0:00
1000,0,0,,7/16/2003 0:00,Kendall Creek Nooksack,0,0,0,0,1000,0,Spring Chinook,,0,0,7/17/2003 0:00
2543,0,471,,7/16/2003 0:00,Wallace River Skykomish,23,0,0,145,1927,0,Summer Chinook,,0,0,7/17/2003 0:00
6524,2940,0,,7/16/2003 0:00,Baker,0,0,0,0,3584,0,Sockeye,Baker,0,0,7/17/2003 0:00
38,38,0,,7/16/2003 0:00,Wallace River Snohomish-H,0,0,0,0,0,0,Summer Steelhead,,0,0,7/17/2003 0:00
1,1,0,,7/16/2003 0:00,Eastbank/Tumwater,0,0,0,0,0,0,Cutthroat,Wenatchee,0,0,7/17/2003 0:00
273,273,0,,7/16/2003 0:00,Tucannon/Rainbow L,0,0,0,0,0,0,Bull Trout,Tucannon - W,0,0,7/17/2003 0:00
3,3,0,,7/16/2003 0:00,Eastbank/Tumwater,0,0,0,0,0,0,Whitefish,Wenatchee,0,0,7/17/2003 0:00
21,21,0,,7/18/2003 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Summer Chinook,,0,0,7/24/2003 0:00
313,313,0,,7/18/2003 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Summer Steelhead,,0,0,7/24/2003 0:00
64,64,0,,7/18/2003 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,7/24/2003 0:00
1,1,0,,7/21/2003 0:00,Cowlitz Salmon,0,0,0,0,0,0,Chum,Cowlitz - W,0,0,7/24/2003 0:00
1,0,0,,7/23/2003 0:00,Soos Creek Big Soos,0,0,0,0,1,0,Fall Chinook,,0,0,7/24/2003 0:00
1099,418,0,,7/23/2003 0:00,Kendall Creek Nooksack,30,0,0,1,680,0,Spring Chinook,,0,0,7/24/2003 0:00
9733,5103,0,,7/23/2003 0:00,Baker,0,0,0,0,4630,0,Sockeye,Baker,0,0,7/24/2003 0:00
400,0,0,,7/23/2003 0:00,Hoodsport,0,0,0,0,400,0,Pink,Hood Canal,0,0,7/24/2003 0:00
1,1,0,,7/23/2003 0:00,Eastbank/Tumwater,0,0,0,0,0,0,Cutthroat,Wenatchee,0,0,7/24/2003 0:00
3,3,0,,7/23/2003 0:00,Eastbank/Tumwater,0,0,0,0,0,0,Whitefish,Wenatchee,0,0,7/24/2003 0:00
56,56,0,,7/25/2003 0:00,Sunset Falls Skykomish,4,0,0,0,0,0,Summer Chinook,,0,0,7/31/2003 0:00
466,466,0,,7/25/2003 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Summer Steelhead,,0,0,7/31/2003 0:00
78,78,0,,7/25/2003 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,7/31/2003 0:00
1,1,0,,7/28/2003 0:00,Cowlitz Salmon,0,0,0,0,0,0,Chum,Cowlitz - W,0,0,7/31/2003 0:00
2,0,0,,7/30/2003 0:00,Soos Creek Big Soos,0,0,0,1,1,0,Fall Chinook,,0,0,7/31/2003 0:00
75,0,0,,7/30/2003 0:00,Sol Duc,0,0,0,0,75,0,Summer Coho,Soleduck,0,0,7/31/2003 0:00
12949,7875,0,,7/30/2003 0:00,Baker,0,0,0,0,5074,0,Sockeye,Baker,0,0,7/31/2003 0:00
2331,0,157,,7/30/2003 0:00,Hoodsport,0,0,0,0,2174,0,Pink,Hood Canal,0,0,7/31/2003 0:00
1,1,0,,7/30/2003 0:00,Eastbank/Tumwater,0,0,0,0,0,0,Cutthroat,Wenatchee,0,0,7/31/2003 0:00
3,3,0,,7/30/2003 0:00,Eastbank/Tumwater,0,0,0,0,0,0,Whitefish,Wenatchee,0,0,7/31/2003 0:00
84,84,0,,8/1/2003 0:00,Sunset Falls Skykomish,7,0,0,0,0,0,Summer Chinook,,0,0,8/7/2003 0:00
607,607,0,,8/1/2003 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Summer Steelhead,,0,0,8/7/2003 0:00
82,82,0,,8/1/2003 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,8/7/2003 0:00
1,0,1,,8/4/2003 0:00,Cowlitz Salmon,0,0,0,0,0,0,Chum,Cowlitz - W,0,0,8/7/2003 0:00
25,0,0,,8/6/2003 0:00,George Adams George Adams,2,0,0,0,25,0,Fall Chinook,,0,0,8/7/2003 0:00
1705,1326,0,,8/6/2003 0:00,Kendall Creek Nooksack,200,102,0,11,266,0,Spring Chinook,,0,200000,8/7/2003 0:00
1,1,0,,8/6/2003 0:00,Eastbank/Tumwater,0,0,0,0,0,0,Cutthroat,Wenatchee,0,0,8/7/2003 0:00
3,3,0,,8/6/2003 0:00,Eastbank/Tumwater,0,0,0,0,0,0,Whitefish,Wenatchee,0,0,8/7/2003 0:00
90,0,0,,8/7/2003 0:00,Sol Duc,0,0,0,0,90,0,Summer Coho,Soleduck,0,0,8/7/2003 0:00
95,95,0,,8/8/2003 0:00,Sunset Falls Skykomish,8,0,0,0,0,0,Summer Chinook,,0,0,8/14/2003 0:00
1,1,0,,8/8/2003 0:00,Sunset Falls,0,0,0,0,0,0,Coho,Skykomish,0,0,8/14/2003 0:00
11,11,0,,8/8/2003 0:00,Sunset Falls,0,0,0,0,0,0,Pink,Skykomish,0,0,8/14/2003 0:00
702,702,0,,8/8/2003 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Summer Steelhead,,0,0,8/14/2003 0:00
83,83,0,,8/8/2003 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,8/14/2003 0:00
150,0,0,,8/12/2003 0:00,Sol Duc,0,0,0,0,150,0,Summer Coho,Soleduck,0,0,8/14/2003 0:00
75,0,0,,8/13/2003 0:00,George Adams George Adams,8,0,0,0,75,0,Fall Chinook,,0,0,8/14/2003 0:00
2205,1590,194,,8/13/2003 0:00,Kendall Creek Nooksack,225,250,0,11,160,0,Spring Chinook,,0,345000,8/14/2003 0:00
1,1,0,,8/13/2003 0:00,Eastbank/Tumwater Wenatchee,0,0,0,0,0,0,Cutthroat,,0,0,8/14/2003 0:00
3,3,0,,8/13/2003 0:00,Minter Creek Minter,0,0,0,0,0,0,Searun Cutthroat,,0,0,8/14/2003 0:00
3,3,0,,8/13/2003 0:00,Eastbank/Tumwater,0,0,0,0,0,0,Whitefish,Wenatchee,0,0,8/14/2003 0:00
15748,10549,0,,8/14/2003 0:00,Baker,0,0,0,33,5166,0,Sockeye,Baker,0,0,8/14/2003 0:00
2,2,0,,8/14/2003 0:00,Cowlitz Salmon,0,0,0,0,0,0,Chum,Cowlitz - W,0,0,8/14/2003 0:00
100,100,0,,8/15/2003 0:00,Sunset Falls Skykomish,10,0,0,0,0,0,Summer Chinook,,0,0,8/21/2003 0:00
12,12,0,,8/15/2003 0:00,Sunset Falls,0,0,0,0,0,0,Coho,Skykomish,0,0,8/21/2003 0:00
32,32,0,,8/15/2003 0:00,Sunset Falls,0,0,0,0,0,0,Pink,Skykomish,0,0,8/21/2003 0:00
788,788,0,,8/15/2003 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Summer Steelhead,,0,0,8/21/2003 0:00
88,88,0,,8/15/2003 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,8/21/2003 0:00
3,3,0,,8/17/2003 0:00,Cowlitz Salmon,0,0,0,0,0,0,Chum,Cowlitz - W,0,0,8/21/2003 0:00
400,0,0,,8/20/2003 0:00,George Adams George Adams,20,0,0,0,400,0,Fall Chinook,,0,0,8/21/2003 0:00
3505,2361,584,,8/20/2003 0:00,Kendall Creek Nooksack,225,391,0,29,140,0,Spring Chinook,,0,490000,8/21/2003 0:00
226,0,0,,8/20/2003 0:00,Sol Duc,0,0,0,0,226,0,Summer Coho,Soleduck,0,0,8/21/2003 0:00
1,0,1,,8/20/2003 0:00,Merwin Dam Trap,0,0,0,0,0,0,Type-S Coho,Lewis - H,0,0,8/21/2003 0:00
1,1,0,,8/20/2003 0:00,Eastbank/Tumwater Wenatchee,0,0,0,0,0,0,Cutthroat,,0,0,8/21/2003 0:00
3,3,0,,8/20/2003 0:00,Minter Creek Minter,0,0,0,0,0,0,Searun Cutthroat,,0,0,8/21/2003 0:00
3,3,0,,8/20/2003 0:00,Eastbank/Tumwater,0,0,0,0,0,0,Whitefish,Wenatchee,0,0,8/21/2003 0:00
109,109,0,,8/22/2003 0:00,Sunset Falls Skykomish,11,0,0,0,0,0,Summer Chinook,,0,0,8/28/2003 0:00
37,37,0,,8/22/2003 0:00,Sunset Falls,1,0,0,0,0,0,Coho,Skykomish,0,0,8/28/2003 0:00
231,231,0,,8/22/2003 0:00,Sunset Falls,0,0,0,0,0,0,Pink,Skykomish,0,0,8/28/2003 0:00
866,866,0,,8/22/2003 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Summer Steelhead,,0,0,8/28/2003 0:00
88,88,0,,8/22/2003 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,8/28/2003 0:00
3,3,0,,8/25/2003 0:00,Cowlitz Salmon,0,0,0,0,0,0,Chum,Cowlitz - W,0,0,8/28/2003 0:00
1806,0,0,,8/27/2003 0:00,George Adams George Adams,20,0,0,6,1800,0,Fall Chinook,,0,0,8/28/2003 0:00
4508,2998,584,,8/27/2003 0:00,Kendall Creek Nooksack,230,497,0,29,400,0,Spring Chinook,,0,705000,8/28/2003 0:00
820,0,220,,8/27/2003 0:00,Sol Duc,75,0,0,0,600,0,Summer Coho,Soleduck,0,0,8/28/2003 0:00
1,1,0,,8/27/2003 0:00,Merwin Dam Trap,0,0,0,0,0,0,Type-S Coho,Lewis - H,0,0,8/28/2003 0:00
121,121,0,,8/27/2003 0:00,Dungeness,0,0,0,0,0,0,Summer Pink,Dungeness,0,0,8/28/2003 0:00
1,1,0,,8/27/2003 0:00,Eastbank/Tumwater Wenatchee,0,0,0,0,0,0,Cutthroat,,0,0,8/28/2003 0:00
4,4,0,,8/27/2003 0:00,Soos Creek Big Soos,0,0,0,0,0,0,Searun Cutthroat,,0,0,8/28/2003 0:00
3,3,0,,8/27/2003 0:00,Eastbank/Tumwater,0,0,0,0,0,0,Whitefish,Wenatchee,0,0,8/28/2003 0:00
899,899,0,,8/29/2003 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Summer Steelhead,,0,0,9/4/2003 0:00
89,89,0,,8/29/2003 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,9/4/2003 0:00
1096,0,394,,9/2/2003 0:00,Sol Duc,200,0,0,2,700,0,Summer Coho,Soleduck,0,0,9/4/2003 0:00
2175,0,39,,9/3/2003 0:00,George Adams George Adams,20,113,0,23,2000,0,Fall Chinook,,0,265000,9/4/2003 0:00
4814,3264,584,,9/3/2003 0:00,Kendall Creek Nooksack,230,552,0,64,350,0,Spring Chinook,,0,760000,9/4/2003 0:00
82,0,0,,9/3/2003 0:00,Marblemount Skagit,0,10,10,0,72,0,Summer Chinook,,0,54800,9/4/2003 0:00
1,0,0,,9/3/2003 0:00,Whatcom Creek,0,0,0,0,1,0,Coho,Whatcom Creek,0,0,9/4/2003 0:00
10,10,0,,9/3/2003 0:00,Kalama Falls,0,0,0,0,0,0,Type-S Coho,Kalama - H,0,0,9/4/2003 0:00
16291,11039,0,,9/3/2003 0:00,Baker,0,0,0,135,5117,0,Sockeye,Baker,0,0,9/4/2003 0:00
1,0,0,,9/3/2003 0:00,Lake Aberdeen,0,0,0,0,1,0,Chum,Van Winkle,0,0,9/4/2003 0:00
8,0,0,,9/3/2003 0:00,Whatcom Creek,0,0,0,0,8,0,Pink,Whatcom Creek,0,0,9/4/2003 0:00
1,1,0,,9/3/2003 0:00,Eastbank/Tumwater Wenatchee,0,0,0,0,0,0,Cutthroat,,0,0,9/4/2003 0:00
4,4,0,,9/3/2003 0:00,Soos Creek Big Soos,0,0,0,0,0,0,Searun Cutthroat,,0,0,9/4/2003 0:00
3,3,0,,9/3/2003 0:00,Eastbank/Tumwater,0,0,0,0,0,0,Whitefish,Wenatchee,0,0,9/4/2003 0:00
121,121,0,,9/4/2003 0:00,Dungeness,0,0,0,0,0,0,Summer Pink,Dungeness,0,0,9/4/2003 0:00
35,35,0,,9/5/2003 0:00,Sunset Falls,1,0,0,0,0,0,Fall Chinook,Skykomish,0,0,9/11/2003 0:00
954,954,0,,9/5/2003 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Summer Steelhead,,0,0,9/11/2003 0:00
89,89,0,,9/5/2003 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,9/11/2003 0:00
5046,3760,584,,9/10/2003 0:00,Kendall Creek Nooksack,250,603,0,99,0,0,Spring Chinook,,0,870000,9/11/2003 0:00
1,0,0,,9/10/2003 0:00,Whatcom Creek,0,0,0,0,1,0,Coho,Whatcom Creek,0,0,9/11/2003 0:00
1542,0,640,,9/10/2003 0:00,Sol Duc,450,0,0,2,900,0,Summer Coho,Soleduck,0,0,9/11/2003 0:00
1,1,0,,9/10/2003 0:00,Cowlitz Salmon,0,0,0,0,0,0,Type-N Coho,Cowlitz - H,0,0,9/11/2003 0:00
49,38,9,,9/10/2003 0:00,North Toutle,0,0,0,2,0,0,Type-S Coho,Toutle,0,0,9/11/2003 0:00
1,0,0,,9/10/2003 0:00,Lake Aberdeen,0,0,0,0,1,0,Chum,Van Winkle,0,0,9/11/2003 0:00
217,40,0,,9/10/2003 0:00,Whatcom Creek,0,0,0,7,170,0,Pink,Whatcom Creek,0,0,9/11/2003 0:00
1,1,0,,9/10/2003 0:00,Eastbank/Tumwater Wenatchee,0,0,0,0,0,0,Cutthroat,,0,0,9/11/2003 0:00
4,4,0,,9/10/2003 0:00,Soos Creek Big Soos,0,0,0,0,0,0,Searun Cutthroat,,0,0,9/11/2003 0:00
1,1,0,,9/10/2003 0:00,Eastbank/Dryden L,0,0,0,0,0,0,Whitefish,Wenatchee,0,0,9/11/2003 0:00
5046,3760,584,,9/10/2003 0:00,Kendall Creek Nooksack,250,603,0,99,0,0,Spring Chinook,,0,870000,9/18/2003 0:00
1001,1001,0,,9/12/2003 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Summer Steelhead,,0,0,9/18/2003 0:00
89,89,0,,9/12/2003 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,9/18/2003 0:00
2,2,0,,9/16/2003 0:00,Cedar River Cedar,0,0,0,0,0,0,Chinook,,0,0,9/18/2003 0:00
49,0,0,,9/16/2003 0:00,Elochoman(Pd 21),0,0,0,0,49,0,Type-S Coho,Elochoman-H,0,0,9/18/2003 0:00
1,1,0,,9/16/2003 0:00,Cedar River Cedar,0,0,0,0,0,0,Steelhead,,0,0,9/18/2003 0:00
2,2,0,,9/16/2003 0:00,Cedar River,0,0,0,0,0,0,Rainbow,Cedar,0,0,9/18/2003 0:00
2,2,0,,9/16/2003 0:00,Cedar River,0,0,0,0,0,0,Chinook,Cedar,0,0,9/25/2003 0:00
4,0,0,,9/17/2003 0:00,Whatcom Creek,0,0,0,0,4,0,Fall Chinook,Whatcom Creek,0,0,9/18/2003 0:00
92,0,0,,9/17/2003 0:00,Marblemount Skagit,0,67,11,3,22,0,Summer Chinook,,0,216800,9/18/2003 0:00
6,0,0,,9/17/2003 0:00,Whatcom Creek,0,0,0,2,4,0,Coho,Whatcom Creek,0,0,9/18/2003 0:00
3,3,0,,9/17/2003 0:00,Cowlitz Salmon,0,0,0,0,0,0,Type-N Coho,Cowlitz - H,0,0,9/18/2003 0:00
16306,11051,0,,9/17/2003 0:00,Baker,0,0,0,164,5091,0,Sockeye,Baker,0,0,9/18/2003 0:00
1,0,0,,9/17/2003 0:00,Lake Aberdeen,0,0,0,0,1,0,Chum,Van Winkle,0,0,9/18/2003 0:00
3617,40,0,,9/17/2003 0:00,Whatcom Creek,0,0,0,14,3563,0,Pink,Whatcom Creek,0,0,9/18/2003 0:00
121,121,0,Final in-season estimate,9/17/2003 0:00,Dungeness,0,0,0,0,0,0,Summer Pink,Dungeness,0,0,9/18/2003 0:00
1,1,0,,9/17/2003 0:00,Eastbank/Tumwater Wenatchee,0,0,0,0,0,0,Cutthroat,,0,0,9/18/2003 0:00
4,4,0,,9/17/2003 0:00,Soos Creek Big Soos,0,0,0,0,0,0,Searun Cutthroat,,0,0,9/18/2003 0:00
1,1,0,,9/17/2003 0:00,Eastbank/Dryden L,0,0,0,0,0,0,Whitefish,Wenatchee,0,0,9/18/2003 0:00
153,0,0,,9/17/2003 0:00,Speelyai,0,0,0,0,153,0,Kokanee,Lewis - H,0,0,9/18/2003 0:00
1,1,0,,9/19/2003 0:00,Sunset Falls,0,0,0,0,0,0,Chum,Skykomish,0,0,9/25/2003 0:00
1049,1049,0,,9/19/2003 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Summer Steelhead,,0,0,9/25/2003 0:00
91,91,0,,9/19/2003 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,9/25/2003 0:00
44,30,0,,9/22/2003 0:00,Cowlitz Salmon,0,0,0,0,14,0,Type-N Coho,Cowlitz - H,0,0,9/25/2003 0:00
13,0,0,,9/24/2003 0:00,Whatcom Creek,1,0,0,9,4,0,Fall Chinook,Whatcom Creek,0,0,9/25/2003 0:00
5046,3760,584,Final in-season estimate,9/24/2003 0:00,Kendall Creek Nooksack,250,603,0,99,0,0,Spring Chinook,,0,870000,9/25/2003 0:00
100,0,0,Final in-season estimate,9/24/2003 0:00,Marblemount Skagit,0,91,11,9,0,0,Summer Chinook,,0,260800,9/25/2003 0:00
8,0,0,,9/24/2003 0:00,Whatcom Creek,0,0,0,6,2,0,Coho,Whatcom Creek,0,0,9/25/2003 0:00
2048,0,1746,,9/24/2003 0:00,Sol Duc,250,0,0,2,300,0,Summer Coho,Soleduck,0,0,9/25/2003 0:00
194,69,8,,9/24/2003 0:00,Elochoman(Pd 21),0,0,0,8,109,0,Type-S Coho,Elochoman-H,0,0,9/25/2003 0:00
6906,1651,0,,9/24/2003 0:00,Baker,0,0,0,176,5079,0,Sockeye,Baker,0,0,9/25/2003 0:00
7496,205,164,,9/24/2003 0:00,Whatcom Creek,0,216,0,177,6734,0,Pink,Whatcom Creek,0,115000,9/25/2003 0:00
1,1,0,,9/24/2003 0:00,Eastbank/Tumwater Wenatchee,0,0,0,0,0,0,Cutthroat,,0,0,9/25/2003 0:00
4,4,0,,9/24/2003 0:00,Soos Creek Big Soos,0,0,0,0,0,0,Searun Cutthroat,,0,0,9/25/2003 0:00
2,2,0,,9/24/2003 0:00,Eastbank/Dryden L,0,0,0,0,0,0,Whitefish,Wenatchee,0,0,9/25/2003 0:00
621,0,3,,9/24/2003 0:00,Speelyai,0,241,0,38,339,0,Kokanee,Lewis - H,0,72000,9/25/2003 0:00
5046,3760,584,Final in-season estimate,9/24/2003 0:00,Kendall Creek Nooksack,250,603,0,99,0,0,Spring Chinook,,0,870000,10/9/2003 0:00
273,174,1,,10/1/2003 0:00,Cowlitz Salmon,85,0,0,0,98,0,Type-N Coho,Cowlitz - H,0,0,10/9/2003 0:00
1,1,0,,10/1/2003 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Chum,,0,0,10/9/2003 0:00
1067,0,1067,,10/1/2003 0:00,Sunset Falls Skykomish,0,0,0,0,0,0,Summer Steelhead,,0,0,10/9/2003 0:00
92,92,0,,10/1/2003 0:00,Sunset Falls,0,0,0,0,0,0,Bull Trout,Skykomish,0,0,10/9/2003 0:00
17,0,0,,10/1/2003 0:00,Whatcom Creek,1,0,0,12,5,0,Fall Chinook,Whatcom Creek,0,0,
400,0,125,,10/1/2003 0:00,Dungeness,0,0,0,0,275,0,Fall Coho,Dungeness,0,0,
